trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2476,False,"{'a': 0.5, 'e': 0.0839747747399636}",30,19,14.12139064705077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2477,False,"{'a': 0.5, 'e': 0.08389079996522364}",20,12,17.485174812569056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,False,"{'a': 0.5, 'e': 0.08380690916525842}",25,10,14.96169966965503,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.5, 'e': 0.08372310225609315}",20,9,-22.153232291117448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2480,False,"{'a': 0.5, 'e': 0.08363937915383707}",25,17,16.56367280400656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2481,False,"{'a': 0.5, 'e': 0.08355573977468322}",25,4,33.65682832890324,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.5, 'e': 0.08347218403490854}",20,15,10.622594397244683,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2483,False,"{'a': 0.5, 'e': 0.08338871185087363}",25,10,29.18661405941419,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.5, 'e': 0.08330532313902275}",20,13,5.071907053126153,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2485,False,"{'a': 0.5, 'e': 0.08322201781588373}",20,0,34.494511908483524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2486,False,"{'a': 0.5, 'e': 0.08313879579806785}",30,18,22.481054065027898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2487,False,"{'a': 0.5, 'e': 0.08305565700226979}",20,13,5.1812145025086,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2488,False,"{'a': 0.5, 'e': 0.08297260134526752}",25,8,31.412196039439216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2489,False,"{'a': 0.5, 'e': 0.08288962874392225}",25,10,25.953797676005262,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2490,False,"{'a': 0.5, 'e': 0.08280673911517833}",20,11,15.787465052314902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.5, 'e': 0.08272393237606315}",20,11,17.321144311103662,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2492,False,"{'a': 0.5, 'e': 0.0826412084436871}",30,18,23.39178714506675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2493,False,"{'a': 0.5, 'e': 0.08255856723524341}",30,18,20.57524939478226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.5, 'e': 0.08247600866800817}",25,13,22.096823913909418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.5, 'e': 0.08239353265934016}",25,15,18.107943090100655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.5, 'e': 0.08231113912668082}",30,12,29.184220686205617,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.5, 'e': 0.08222882798755414}",20,13,-20.478484982596157,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
2498,False,"{'a': 0.5, 'e': 0.08214659915956658}",20,1,33.07228163769446,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.5, 'e': 0.08206445256040702}",25,10,25.51234793593925,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2500,False,"{'a': 0.5, 'e': 0.08198238810784661}",25,12,26.785738162014542,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2501,False,"{'a': 0.5, 'e': 0.08190040571973876}",30,19,14.949784674635142,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2502,False,"{'a': 0.5, 'e': 0.08181850531401902}",30,18,19.255621149641517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2503,False,"{'a': 0.5, 'e': 0.081736686808705}",30,16,11.219745170049986,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2504,False,"{'a': 0.5, 'e': 0.08165495012189629}",30,20,19.585830962152848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2505,False,"{'a': 0.5, 'e': 0.08157329517177439}",30,18,19.583759604118466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2506,False,"{'a': 0.5, 'e': 0.08149172187660261}",20,15,8.727937376240261,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2507,False,"{'a': 0.5, 'e': 0.08141023015472601}",30,16,27.486521333987223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2508,False,"{'a': 0.5, 'e': 0.08132881992457128}",35,15,16.27106327542441,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
2509,False,"{'a': 0.5, 'e': 0.0812474911046467}",25,15,17.24661633609831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2510,False,"{'a': 0.5, 'e': 0.08116624361354205}",20,14,10.887529084602388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2511,False,"{'a': 0.5, 'e': 0.08108507736992851}",30,18,10.379174885072292,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2512,False,"{'a': 0.5, 'e': 0.08100399229255859}",25,14,-1.0434514570101774,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
2513,False,"{'a': 0.5, 'e': 0.08092298830026602}",25,14,13.559849891624035,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2514,False,"{'a': 0.5, 'e': 0.08084206531196575}",30,20,19.072039778066653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2515,False,"{'a': 0.5, 'e': 0.08076122324665379}",30,24,8.931874904170273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2516,False,"{'a': 0.5, 'e': 0.08068046202340713}",25,20,9.282108698399933,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2517,False,"{'a': 0.5, 'e': 0.08059978156138373}",25,12,10.40447293518055,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2518,False,"{'a': 0.5, 'e': 0.08051918177982234}",20,14,9.038642330088129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2519,False,"{'a': 0.5, 'e': 0.08043866259804251}",35,23,19.850391381823698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2520,False,"{'a': 0.5, 'e': 0.08035822393544446}",20,4,29.77855798463213,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2521,False,"{'a': 0.5, 'e': 0.08027786571150902}",20,6,29.47894314372718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2522,False,"{'a': 0.5, 'e': 0.08019758784579752}",20,14,9.455638278876439,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2523,False,"{'a': 0.5, 'e': 0.08011739025795171}",30,16,26.947967448721688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2524,False,"{'a': 0.5, 'e': 0.08003727286769376}",25,15,16.799333338338805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2525,False,"{'a': 0.5, 'e': 0.07995723559482606}",20,7,14.281058951417423,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2526,False,"{'a': 0.5, 'e': 0.07987727835923124}",20,14,10.736230029700032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2527,False,"{'a': 0.5, 'e': 0.07979740108087201}",30,22,15.355673154884888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2528,False,"{'a': 0.5, 'e': 0.07971760367979114}",20,16,6.573353832161117,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2529,False,"{'a': 0.5, 'e': 0.07963788607611134}",20,12,17.435691768259122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.5, 'e': 0.07955824819003524}",25,18,16.337261166482456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2531,False,"{'a': 0.5, 'e': 0.0794786899418452}",30,10,32.25032917234826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2532,False,"{'a': 0.5, 'e': 0.07939921125190336}",20,16,9.19360545414515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2533,False,"{'a': 0.5, 'e': 0.07931981204065146}",20,13,-6.205890380460348,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2534,False,"{'a': 0.5, 'e': 0.0792404922286108}",20,14,3.1513119232457463,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2535,False,"{'a': 0.5, 'e': 0.0791612517363822}",30,15,18.857512175697114,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2536,False,"{'a': 0.5, 'e': 0.07908209048464582}",20,6,24.580877767298336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2537,False,"{'a': 0.5, 'e': 0.07900300839416118}",20,8,23.59778842453675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2538,False,"{'a': 0.5, 'e': 0.07892400538576702}",25,11,24.86747464448484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2539,False,"{'a': 0.5, 'e': 0.07884508138038125}",25,15,-31.90779719395652,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
2540,False,"{'a': 0.5, 'e': 0.07876623629900087}",30,12,29.924182959700794,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2541,False,"{'a': 0.5, 'e': 0.07868747006270187}",25,13,24.885467589214258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2542,False,"{'a': 0.5, 'e': 0.07860878259263916}",20,10,-23.439077319254693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2543,False,"{'a': 0.5, 'e': 0.07853017381004652}",25,15,19.307977808029335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2544,False,"{'a': 0.5, 'e': 0.07845164363623648}",20,11,17.02527611575044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2545,False,"{'a': 0.5, 'e': 0.07837319199260025}",30,19,17.72063240202924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2546,False,"{'a': 0.5, 'e': 0.07829481880060765}",30,21,18.878554649928606,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2547,False,"{'a': 0.5, 'e': 0.07821652398180705}",25,11,24.384077561742295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2548,False,"{'a': 0.5, 'e': 0.07813830745782524}",30,14,15.373265237778854,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2549,False,"{'a': 0.5, 'e': 0.07806016915036741}",25,0,7.926763555693474,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
2550,False,"{'a': 0.5, 'e': 0.07798210898121705}",20,4,26.904214461462605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2551,False,"{'a': 0.5, 'e': 0.07790412687223583}",30,23,0.10292594110517617,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2552,False,"{'a': 0.5, 'e': 0.07782622274536359}",20,0,32.1361473112303,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2553,False,"{'a': 0.5, 'e': 0.07774839652261822}",30,10,30.649379531476093,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2554,False,"{'a': 0.5, 'e': 0.0776706481260956}",25,8,7.769534549374175,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2555,False,"{'a': 0.5, 'e': 0.0775929774779695}",25,19,11.349059094218005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2556,False,"{'a': 0.5, 'e': 0.07751538450049153}",20,13,13.110730537504004,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2557,False,"{'a': 0.5, 'e': 0.07743786911599104}",20,8,22.055174405027728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2558,False,"{'a': 0.5, 'e': 0.07736043124687506}",30,19,22.66858548335339,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2559,False,"{'a': 0.5, 'e': 0.07728307081562819}",35,13,38.13242478536111,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2560,False,"{'a': 0.5, 'e': 0.07720578774481256}",20,14,-29.611366534945265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2561,False,"{'a': 0.5, 'e': 0.07712858195706775}",25,7,33.38756518216726,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2562,False,"{'a': 0.5, 'e': 0.07705145337511068}",20,9,21.515338190063147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2563,False,"{'a': 0.5, 'e': 0.07697440192173557}",20,10,19.73623264377167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2564,False,"{'a': 0.5, 'e': 0.07689742751981384}",20,14,11.417159100788126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2565,False,"{'a': 0.5, 'e': 0.07682053009229402}",35,27,4.5889489799686665,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2566,False,"{'a': 0.5, 'e': 0.07674370956220172}",25,12,12.608258290440688,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2567,False,"{'a': 0.5, 'e': 0.07666696585263952}",25,16,15.705301460304648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2568,False,"{'a': 0.5, 'e': 0.07659029888678688}",25,13,11.64827613672825,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2569,False,"{'a': 0.5, 'e': 0.07651370858790009}",20,12,17.66583970519226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2570,False,"{'a': 0.5, 'e': 0.07643719487931219}",25,9,30.412973285150997,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2571,False,"{'a': 0.5, 'e': 0.07636075768443289}",20,9,18.85559539753013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2572,False,"{'a': 0.5, 'e': 0.07628439692674846}",25,10,28.369986677030965,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2573,False,"{'a': 0.5, 'e': 0.07620811252982171}",30,17,22.17549773332888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2574,False,"{'a': 0.5, 'e': 0.07613190441729188}",20,16,7.016119158235718,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2575,False,"{'a': 0.5, 'e': 0.07605577251287458}",20,12,12.594179672365946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2576,False,"{'a': 0.5, 'e': 0.0759797167403617}",25,17,5.348572309941844,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2577,False,"{'a': 0.5, 'e': 0.07590373702362134}",30,18,22.996973434433897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2578,False,"{'a': 0.5, 'e': 0.07582783328659772}",30,13,25.00994762510684,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2579,False,"{'a': 0.5, 'e': 0.07575200545331112}",20,3,26.605763793608386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2580,False,"{'a': 0.5, 'e': 0.0756762534478578}",30,8,19.55487431041291,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2581,False,"{'a': 0.5, 'e': 0.07560057719440995}",20,12,14.726890991040204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2582,False,"{'a': 0.5, 'e': 0.07552497661721554}",35,28,15.079107103489827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2583,False,"{'a': 0.5, 'e': 0.07544945164059833}",25,18,12.562989836419337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2584,False,"{'a': 0.5, 'e': 0.07537400218895772}",25,3,34.59479158268313,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2585,False,"{'a': 0.5, 'e': 0.07529862818676876}",25,13,23.602945798217235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2586,False,"{'a': 0.5, 'e': 0.07522332955858199}",30,18,9.563461566235103,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2587,False,"{'a': 0.5, 'e': 0.0751481062290234}",25,18,11.76936941835283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2588,False,"{'a': 0.5, 'e': 0.07507295812279438}",20,12,15.151178571053185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2589,False,"{'a': 0.5, 'e': 0.07499788516467158}",25,11,12.457662200891049,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2590,False,"{'a': 0.5, 'e': 0.07492288727950691}",25,11,23.22651616746289,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2591,False,"{'a': 0.5, 'e': 0.0748479643922274}",30,22,14.513628682474682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2592,False,"{'a': 0.5, 'e': 0.07477311642783518}",20,0,6.768664374696872,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2593,False,"{'a': 0.5, 'e': 0.07469834331140734}",20,6,26.125310706216478,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2594,False,"{'a': 0.5, 'e': 0.07462364496809594}",20,11,-21.100185566577807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2595,False,"{'a': 0.5, 'e': 0.07454902132312784}",35,18,29.375488650806478,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.5, 'e': 0.0744744723018047}",25,11,16.243867448840515,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2597,False,"{'a': 0.5, 'e': 0.0743999978295029}",20,7,23.692059891631438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.5, 'e': 0.0743255978316734}",20,0,21.21960601846437,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2599,False,"{'a': 0.5, 'e': 0.07425127223384173}",25,11,4.222263241527418,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2600,False,"{'a': 0.5, 'e': 0.07417702096160789}",25,16,15.953165430489905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2601,False,"{'a': 0.5, 'e': 0.07410284394064628}",20,9,18.387750859004647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.5, 'e': 0.07402874109670564}",20,0,29.653294613329155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2603,False,"{'a': 0.5, 'e': 0.07395471235560894}",25,18,15.226945611010265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.5, 'e': 0.07388075764325333}",20,9,18.471728249023307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.5, 'e': 0.07380687688561008}",25,16,16.03150265635145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.5, 'e': 0.07373307000872446}",25,15,23.34711721726567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.5, 'e': 0.07365933693871574}",20,16,7.571837707564216,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.5, 'e': 0.07358567760177702}",25,14,24.612102116327993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.5, 'e': 0.07351209192417524}",20,13,15.5054096394244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.5, 'e': 0.07343857983225106}",35,13,-56.117003158716145,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
2611,False,"{'a': 0.5, 'e': 0.07336514125241882}",20,11,6.2889670731212135,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.5, 'e': 0.0732917761111664}",20,13,12.681692054414082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.5, 'e': 0.07321848433505523}",20,8,11.195278428430957,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2614,False,"{'a': 0.5, 'e': 0.07314526585072018}",20,8,20.602329773295143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2615,False,"{'a': 0.5, 'e': 0.07307212058486945}",20,16,7.410502865363313,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2616,False,"{'a': 0.5, 'e': 0.07299904846428458}",25,18,11.338683502916176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.5, 'e': 0.0729260494158203}",20,11,18.06708266271881,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.5, 'e': 0.07285312336640448}",20,12,16.27061648126238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.5, 'e': 0.07278027024303808}",20,6,-11.553174022423054,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2620,False,"{'a': 0.5, 'e': 0.07270748997279504}",20,14,13.17806462069953,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.5, 'e': 0.07263478248282225}",20,16,7.551939841168526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.5, 'e': 0.07256214770033943}",20,15,10.234307213847636,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.5, 'e': 0.0724895855526391}",20,12,15.401399721494293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.5, 'e': 0.07241709596708645}",20,13,12.946928590726769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2625,False,"{'a': 0.5, 'e': 0.07234467887111937}",25,20,8.396728535642039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.5, 'e': 0.07227233419224825}",35,25,17.45636428758399,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2627,False,"{'a': 0.5, 'e': 0.07220006185805601}",20,9,17.648204269649643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.5, 'e': 0.07212786179619796}",25,20,10.972427187418521,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.5, 'e': 0.07205573393440176}",30,16,11.081210054849791,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2630,False,"{'a': 0.5, 'e': 0.07198367820046736}",20,15,9.006202137296544,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2631,False,"{'a': 0.5, 'e': 0.0719116945222669}",25,14,23.15645351290328,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.5, 'e': 0.07183978282774463}",25,11,5.572909882253568,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2633,False,"{'a': 0.5, 'e': 0.07176794304491688}",20,14,9.109435154175646,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.5, 'e': 0.07169617510187196}",20,0,25.919812183334383,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.5, 'e': 0.07162447892677008}",35,3,42.203985194536564,"{0: 31, 1: 1, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.5, 'e': 0.07155285444784332}",20,13,12.520242140689373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.5, 'e': 0.07148130159339547}",25,18,13.699185503997214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.5, 'e': 0.07140982029180207}",20,11,17.541390505536306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.5, 'e': 0.07133841047151027}",20,0,28.877718934333654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2640,False,"{'a': 0.5, 'e': 0.07126707206103876}",30,16,21.718232947677723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.5, 'e': 0.07119580498897772}",20,14,12.291410412376301,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.5, 'e': 0.07112460918398875}",25,12,23.239024691398146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.5, 'e': 0.07105348457480476}",20,11,8.301744387349002,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2644,False,"{'a': 0.5, 'e': 0.07098243109022996}",20,9,-37.01936916832696,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
2645,False,"{'a': 0.5, 'e': 0.07091144865913973}",20,5,29.47084801697735,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.5, 'e': 0.07084053721048059}",20,14,11.697414830280842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.5, 'e': 0.0707696966732701}",20,9,-34.515064683194765,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
2648,False,"{'a': 0.5, 'e': 0.07069892697659683}",30,17,25.87103491041916,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2649,False,"{'a': 0.5, 'e': 0.07062822804962023}",20,11,18.472710134697795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2650,False,"{'a': 0.5, 'e': 0.0705575998215706}",20,16,5.07528298252967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.5, 'e': 0.07048704222174904}",30,18,21.762621577189172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.5, 'e': 0.07041655517952729}",25,8,-16.734280842410467,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2653,False,"{'a': 0.5, 'e': 0.07034613862434776}",25,18,12.570790817304484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.5, 'e': 0.07027579248572341}",25,11,24.963586512969307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.5, 'e': 0.07020551669323769}",20,12,13.571741890209058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.5, 'e': 0.07013531117654445}",30,13,28.409996299648242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.5, 'e': 0.07006517586536791}",20,13,12.875383122187042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.5, 'e': 0.06999511068950254}",20,16,6.4376802934075466,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
